fecha_scoring,codigo_punto,fecha_corte,nombre_punto,estado_actual,estado_actual_norm,segmento_operativo,departamento,municipio,red_cb,probabilidad_riesgo_90d,probabilidad_riesgo_90d_raw,nivel_modelo,nivel_riesgo_reglas,nivel_alerta_final,ranking_global,ranking_segmento,flag_top500_preventivo,flag_nuevo_top500_preventivo,perdida_esperada_modelo,saldo_expuesto,dias_sin_compensar,dias_sin_transacciones,consumo_cupo_punto,consumo_cupo_visual,score_riesgo_reglas,motivo_alerta,accion_recomendada,accion_final_produccion
2026-05-02,58646,2026-04-30,BARRIO VILLA CARMEN SABANALARGA,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,SABANALARGA,REDEBAN,0.05128488746485275,0.7801700153990773,Medio,Bajo,Crítico,5907,377,1,0,327319.79391258926,6382383.0,22.0,1.0,0.99724734375,0.99724734375,35.0,"consumo cupo 100% | saldo expuesto $6,382,383",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,43007,2026-04-30,BARRIO CALLE DE LA CERAMICA CC LOS LIBERTADORES EL CARMEN DE VIBORAL,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,EL CARMEN DE VIBORAL,REDEBAN,0.03975628248827068,0.7268744852625064,Medio,Bajo,Crítico,5908,378,1,0,327003.93131047883,8225214.0,4.0,0.0,0.8225214,0.8225214,25.0,"consumo cupo 82% | saldo expuesto $8,225,214",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,80866,2026-04-30,BARRIO BOITA BOGOTA 8,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.04814902793347659,0.7676345757573113,Medio,Bajo,Crítico,5909,379,1,0,326199.9862946893,6774799.0,14.0,0.0,0.9678284285714286,0.9678284285714286,35.0,"consumo cupo 97% | saldo expuesto $6,774,799",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,63455,2026-04-30,BARRIO CENTRO PASTO 27,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,PASTO,WOMPI,0.010943914898120782,0.3904885445334163,Bajo,Bajo,Crítico,5910,380,1,0,326167.20843227045,29803522.0,7.0,0.0,0.9614039354838709,0.9614039354838709,35.0,"consumo cupo 96% | saldo expuesto $29,803,522",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,34520,2026-04-30,BARRIO POBLADO MEDELLIN 2,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,REDEBAN Y CREDIBANCO,0.007356542743986524,0.29362865551334755,Bajo,Bajo,Crítico,5911,381,1,0,325032.801525769,44182819.68,2.0,0.0,0.9818404373333334,0.9818404373333334,35.0,"consumo cupo 98% | saldo expuesto $44,182,820",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,60089,2026-04-30,BARRIO CIUDADELA SAN ANTONIO VILLAVICENCIO 2,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.03247749221135189,0.679708451569449,Medio,Bajo,Crítico,5912,382,1,0,324632.1510577578,9995604.0,24.0,2.0,0.9995604,0.9995604,35.0,"consumo cupo 100% | saldo expuesto $9,995,604",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,57451,2026-04-30,BARRIO LIBERTAD PROVIDENCIA,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,PROVIDENCIA,REDEBAN,0.03302113320277491,0.6837273106069712,Medio,Bajo,Crítico,5913,383,1,0,323829.17250798276,9806725.0,25.0,0.0,0.9806725,0.9806725,35.0,"consumo cupo 98% | saldo expuesto $9,806,725",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76583,2026-04-30,BARRIO LIMONAR CALI 5,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.04625815037822007,0.7594421866878174,Medio,Bajo,Crítico,5914,384,1,0,323804.55470742006,6999946.0,21.0,1.0,0.9999922857142857,0.9999922857142857,35.0,"consumo cupo 100% | saldo expuesto $6,999,946",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,83314,2026-04-30,BARRIO VILLA LIBIA PLANETA RICA 1,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,PLANETA RICA,WOMPI,0.03338355322394327,0.6863563052020221,Medio,Bajo,Crítico,5915,385,1,0,323686.197621183,9695978.0,23.0,0.0,0.9695978,0.9695978,35.0,"consumo cupo 97% | saldo expuesto $9,695,978",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,27120,2026-04-30,BARRIO AURELIO MEJIA GIRARDOTA,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,GIRARDOTA,REDEBAN,0.008107969694868692,0.31603670764861586,Bajo,Bajo,Crítico,5916,386,1,0,323657.3641131088,39918423.02,25.0,0.0,0.8870760671111112,0.8870760671111112,25.0,"consumo cupo 89% | saldo expuesto $39,918,423",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,11091,2026-04-30,BARRIO LA SELVA,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.009350556260529537,0.3505075419761234,Bajo,Bajo,Crítico,5917,387,1,0,323546.715510539,34601868.22,1.0,1.0,0.7689304048888889,0.7689304048888889,25.0,"consumo cupo 77% | saldo expuesto $34,601,868",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,19323,2026-04-30,BARRIO PUERTA DEL SOL CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.009251516776983233,0.3478714344521866,Bajo,Bajo,Crítico,5918,388,1,0,322891.4708558202,34901463.04,6.0,0.0,0.8212108950588235,0.8212108950588235,25.0,"consumo cupo 82% | saldo expuesto $34,901,463",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69916,2026-04-30,BARRIO CENTRO VITERBO 7,ACTIVO,ACTIVO,PREVENTIVO,CALDAS,VITERBO,REDEBAN,0.02493120781427097,0.612699299597364,Bajo,Alto,Crítico,5919,389,1,0,322597.58789362956,12939509.0,60.0,0.0,0.8626339333333334,0.8626339333333334,70.0,"60 días sin compensar | consumo cupo 86% | saldo expuesto $12,939,509",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66781,2026-04-30,BARRIO CIUDAD BOLIVAR CIUDAD BOLIVAR 1,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,CIUDAD BOLÍVAR,REDEBAN,0.04359475254631268,0.7469886248182372,Medio,Bajo,Crítico,5920,390,1,0,322415.84754963947,7395749.0,1.0,0.0,0.9860998666666667,0.9860998666666667,35.0,"consumo cupo 99% | saldo expuesto $7,395,749",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,41289,2026-04-30,BARRIO CONJUNTO RESIDENCIAL VEGAS DEL RIO CUCUTA,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN Y CREDIBANCO,0.023025294748822034,0.5916374006450467,Bajo,Bajo,Crítico,5921,391,1,0,322156.75365692156,13991428.0,15.0,0.0,0.9327618666666667,0.9327618666666667,35.0,"consumo cupo 93% | saldo expuesto $13,991,428",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73153,2026-04-30,BARRIO CENTRO BARRANQUILLA 49,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,WOMPI,0.06432350564052125,0.8214301226181466,Alto,Bajo,Crítico,5922,392,1,0,321328.65133877465,4995509.0,4.0,0.0,0.9991018,0.9991018,35.0,"consumo cupo 100% | saldo expuesto $4,995,509",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72309,2026-04-30,BARRIO CALARCA IBAGUE 3,ACTIVO,ACTIVO,PREVENTIVO,TOLIMA,IBAGUÉ,WOMPI,0.032185295830860536,0.6775101461594879,Medio,Bajo,Crítico,5923,393,1,0,321234.8648067044,9980795.78,16.0,0.0,0.9980795779999999,0.9980795779999999,35.0,"consumo cupo 100% | saldo expuesto $9,980,796",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,10236,2026-04-30,BARRIO CIUDADELA INVICALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.017315966346431334,0.5142239066727952,Bajo,Bajo,Crítico,5924,394,1,0,320780.8739625924,18525150.0,9.0,0.0,0.741006,0.741006,25.0,"consumo cupo 74% | saldo expuesto $18,525,150",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,60483,2026-04-30,BARRIO CENTRO BARRANCA DE UPIA 5,ACTIVO,ACTIVO,PREVENTIVO,META,BARRANCA DE UPÍA,REDEBAN,0.03346868366459837,0.6869681334054573,Medio,Bajo,Crítico,5925,395,1,0,320705.76260666904,9582264.0,25.0,0.0,0.9981525,0.9981525,35.0,"consumo cupo 100% | saldo expuesto $9,582,264",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76736,2026-04-30,BARRIO LA TOMA NEIVA 3,ACTIVO,ACTIVO,PREVENTIVO,HUILA,NEIVA,WOMPI,0.06798270467994098,0.8306170820733394,Alto,Bajo,Crítico,5926,396,1,0,320677.4771969922,4717045.0,15.0,2.0,0.6738635714285715,0.6738635714285715,10.0,"saldo expuesto $4,717,045",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,34215,2026-04-30,BARRIO EL ACUARIO CUBA PEREIRA,ACTIVO,ACTIVO,PREVENTIVO,RISARALDA,PEREIRA,WOMPI,0.009160368875652216,0.34542888175842335,Bajo,Bajo,Crítico,5927,397,1,0,320428.5147124529,34979870.25,25.0,0.0,0.9994248642857143,0.9994248642857143,35.0,"consumo cupo 100% | saldo expuesto $34,979,870",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77197,2026-04-30,BARRIO QUIBDO QUIBDO 6,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,QUIBDÓ,REDEBAN,0.04849579338554084,0.769082972470186,Medio,Bajo,Crítico,5928,398,1,0,320244.92986481544,6603561.0,3.0,2.0,0.9433658571428571,0.9433658571428571,35.0,"consumo cupo 94% | saldo expuesto $6,603,561",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73709,2026-04-30,BARRIO SANTA LUCIA MEDELLIN  2,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,REDEBAN,0.03296382870873161,0.6833079837097846,Medio,Crítico,Crítico,5929,399,1,0,320161.35115269927,9712505.0,116.0,0.0,0.9712505,0.9712505,80.0,"116 días sin compensar | consumo cupo 97% | saldo expuesto $9,712,505",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,64953,2026-04-30,BARRIO CASTILLA MEDELLIN 7,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,REDEBAN,0.034826139739920485,0.6964410553040015,Medio,Bajo,Crítico,5930,400,1,0,319920.6858800716,9186223.0,1.0,1.0,0.9186223,0.9186223,35.0,"consumo cupo 92% | saldo expuesto $9,186,223",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,75053,2026-04-30,BARRIO VDA ALEGRIAS ARANZAZU,ACTIVO,ACTIVO,PREVENTIVO,CALDAS,ARANZAZU,REDEBAN,0.033962774880631055,0.6904770675368217,Medio,Bajo,Crítico,5931,401,1,0,319588.4550040676,9409963.0,21.0,0.0,0.9409963,0.9409963,35.0,"consumo cupo 94% | saldo expuesto $9,409,963",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,53191,2026-04-30,BARRIO ECUADOR PITAL,ACTIVO,ACTIVO,PREVENTIVO,HUILA,PITAL,REDEBAN,0.015976692627333585,0.49214218095659223,Bajo,Bajo,Crítico,5932,402,1,0,319520.6557985615,19999174.0,14.0,4.0,0.9999587,0.9999587,35.0,"consumo cupo 100% | saldo expuesto $19,999,174",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70004,2026-04-30,BARRIO LA INDEPENDENCIA DE MEXICO ACACIAS,ACTIVO,ACTIVO,PREVENTIVO,META,ACACÍAS,REDEBAN,0.022371414995753375,0.5839293135660599,Bajo,Bajo,Crítico,5933,403,1,0,319494.45497790235,14281370.0,11.0,1.0,0.9520913333333333,0.9520913333333333,35.0,"consumo cupo 95% | saldo expuesto $14,281,370",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66219,2026-04-30,BARRIO BOCANEGRA CARTAGENA DE INDIAS,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,CARTAGENA DE INDIAS,REDEBAN,0.03816382202939577,0.7176664508329592,Medio,Bajo,Crítico,5934,404,1,0,318553.3461517224,8346998.0,1.0,0.0,0.8346998,0.8346998,25.0,"consumo cupo 83% | saldo expuesto $8,346,998",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,27352,2026-04-30,BARRIO NARIÑO MONTERIA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,REDEBAN,0.028410487792594846,0.6464606906424313,Bajo,Bajo,Crítico,5935,405,1,0,317959.8663676528,11191637.0,25.0,1.0,0.9326364166666666,0.9326364166666666,35.0,"consumo cupo 93% | saldo expuesto $11,191,637",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,25844,2026-04-30,ENTRADA PRINCIPAL TARSO - ANTIOQUIA,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,TARSO,REDEBAN,0.04176734882037225,0.737756666352425,Medio,Alto,Crítico,5936,406,1,0,317680.03262151976,7605942.0,1308.0,0.0,0.7605942,0.7605942,70.0,"1308 días sin compensar | consumo cupo 76% | saldo expuesto $7,605,942",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,25088,2026-04-30,PLAZA DE MERCADO TEORAMA - NORTE DE SANTANDER,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,TEORAMA,REDEBAN,0.010572904721258264,0.38157109095322195,Bajo,Bajo,Crítico,5938,407,1,0,317174.1475378455,29998771.0,21.0,1.0,0.9999590333333334,0.9999590333333334,35.0,"consumo cupo 100% | saldo expuesto $29,998,771",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69752,2026-04-30,BARRIO ATALAYAS BOSA BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.04015049392176365,0.7290709387194636,Medio,Bajo,Crítico,5939,408,1,0,317150.1166048044,7899034.0,16.0,0.0,0.7899034,0.7899034,25.0,"consumo cupo 79% | saldo expuesto $7,899,034",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,17911,2026-04-30,BARRIO LOS MARTIRES NEIVA,ACTIVO,ACTIVO,PREVENTIVO,HUILA,NEIVA,REDEBAN,0.048041974764897334,0.7671841422841397,Medio,Bajo,Crítico,5942,409,1,0,314037.6098728464,6536734.0,3.0,2.0,0.7690275294117647,0.7690275294117647,25.0,"consumo cupo 77% | saldo expuesto $6,536,734",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,40671,2026-04-30,BARRIO PALENQUE KENNEDY,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.009649604478135804,0.3583556675741968,Bajo,Bajo,Crítico,5943,410,1,0,313510.02348573337,32489416.97,11.0,1.0,0.9845277869696969,0.9845277869696969,35.0,"consumo cupo 98% | saldo expuesto $32,489,417",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,78394,2026-04-30,BARRIO SESQUILE SESQUILE  3,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,SESQUILÉ,REDEBAN,0.03229583770483268,0.6783449864399262,Medio,Bajo,Crítico,5944,411,1,0,313463.3361714306,9705998.0,8.0,0.0,0.9705998,0.9705998,35.0,"consumo cupo 97% | saldo expuesto $9,705,998",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74938,2026-04-30,BARRIO LA SOMBRILLA POPAYAN,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,POPAYÁN,WOMPI,0.04694849268221694,0.7624922574559777,Medio,Bajo,Crítico,5945,412,1,0,312854.89605083043,6663790.0,15.0,0.0,0.95197,0.95197,35.0,"consumo cupo 95% | saldo expuesto $6,663,790",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,30635,2026-04-30,BARRIO SOACHA DANUBIO 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,SOACHA,REDEBAN,0.007486566697500045,0.2975952084686093,Bajo,Bajo,Crítico,5946,413,1,0,312375.3495315009,41724780.15,4.0,1.0,0.9272173366666666,0.9272173366666666,35.0,"consumo cupo 93% | saldo expuesto $41,724,780",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69058,2026-04-30,BARRIO MORICHAL DE COMFANDI CALI  1,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.010791601175230344,0.38685511814835416,Bajo,Bajo,Crítico,5947,414,1,0,312249.47477786645,28934489.86,2.0,1.0,0.9977410296551724,0.9977410296551724,35.0,"consumo cupo 100% | saldo expuesto $28,934,490",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,61904,2026-04-30,BARRIO 6 DE ENERO ARAUQUITA,ACTIVO,ACTIVO,PREVENTIVO,ARAUCA,ARAUQUITA,REDEBAN,0.02162124472070425,0.5747571894907796,Bajo,Bajo,Crítico,5948,415,1,0,312167.3583075702,14437992.0,4.0,0.0,0.9625328,0.9625328,35.0,"consumo cupo 96% | saldo expuesto $14,437,992",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,35985,2026-04-30,BARRIO CUBIS ISTMINA 3,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,ISTMINA,REDEBAN,0.007431214328879697,0.2959112655984715,Bajo,Bajo,Crítico,5949,416,1,0,311721.7102191146,41947614.0,4.0,0.0,0.9321692,0.9321692,35.0,"consumo cupo 93% | saldo expuesto $41,947,614",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,78076,2026-04-30,BARRIO CARACOLI CAUCASIA 4,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,CAUCASIA,REDEBAN,0.0347376313939655,0.6958392093439306,Medio,Bajo,Crítico,5950,417,1,0,311149.0603098666,8957117.91,0.0,0.0,0.895711791,0.895711791,25.0,"consumo cupo 90% | saldo expuesto $8,957,118",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,68729,2026-04-30,BETANIA PATIA 1,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,PATÍA,REDEBAN,0.04605576051513404,0.7585346638235811,Medio,Bajo,Crítico,5951,418,1,0,310646.1046745791,6745000.0,3.0,0.0,0.8993333333333333,0.8993333333333333,25.0,"consumo cupo 90% | saldo expuesto $6,745,000",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47534,2026-04-30,BARRIO GALAPA GALAPA 1,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,GALAPA,REDEBAN,0.025053943728113325,0.6139884149266353,Bajo,Bajo,Crítico,5952,419,1,0,310547.5306530693,12395155.59,23.0,1.0,0.826343706,0.826343706,25.0,"consumo cupo 83% | saldo expuesto $12,395,156",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,49969,2026-04-30,BARRIO BARRIO NATAL OLAYA HERRERA,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,OLAYA HERRERA,REDEBAN,0.04754023924065993,0.7650520850882533,Medio,Bajo,Crítico,5953,420,1,0,310532.84271999064,6532000.0,16.0,0.0,0.8709333333333333,0.8709333333333333,25.0,"consumo cupo 87% | saldo expuesto $6,532,000",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,80627,2026-04-30,BARRIO CAMILO TORRES SOACHA SOACHA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,SOACHA,REDEBAN,0.048101204833465305,0.7674335495695852,Medio,Bajo,Crítico,5954,421,1,0,309938.7184094935,6443471.0,16.0,1.0,0.9204958571428571,0.9204958571428571,35.0,"consumo cupo 92% | saldo expuesto $6,443,471",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,57310,2026-04-30,BARRIO LA FORTALEZA CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,WOMPI,0.03940699961837577,0.7249014648632759,Medio,Bajo,Crítico,5955,422,1,0,309740.7903154164,7860045.0,24.0,0.0,0.7860045,0.7860045,25.0,"consumo cupo 79% | saldo expuesto $7,860,045",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,65774,2026-04-30,BARRIO SUBA TOSCANA BOGOTA 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.04044225817970754,0.7306762308646626,Medio,Medio,Crítico,5956,423,1,0,309608.17447250005,7655561.0,30.0,3.0,0.7655561,0.7655561,55.0,"30 días sin compensar | consumo cupo 77% | saldo expuesto $7,655,561",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,75893,2026-04-30,BARRIO PROGRESO SABANA DE TORRES 2,ACTIVO,ACTIVO,PREVENTIVO,SANTANDER,SABANA DE TORRES,REDEBAN,0.034900368400451486,0.6969441488117863,Medio,Bajo,Crítico,5957,424,1,0,308978.1616040887,8853149.0,9.0,0.0,0.8853149,0.8853149,25.0,"consumo cupo 89% | saldo expuesto $8,853,149",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,57374,2026-04-30,BARRIO ROSABLANCA GIRARDOT 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,GIRARDOT,REDEBAN,0.06144522105229023,0.8135655042819118,Alto,Bajo,Crítico,5958,425,1,0,308739.5625011901,5024631.0,1.0,0.0,0.9813732421875,0.9813732421875,35.0,"consumo cupo 98% | saldo expuesto $5,024,631",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72283,2026-04-30,BARRIO CHARRASCAL VILLAVICENCIO,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.03235532126070772,0.6787926099640382,Medio,Bajo,Crítico,5959,426,1,0,308420.61494065606,9532299.57,13.0,1.0,0.953229957,0.953229957,35.0,"consumo cupo 95% | saldo expuesto $9,532,300",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,16174,2026-04-30,BARRIO SAN MATEO VII SOACHA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,SOACHA,REDEBAN,0.03392493055461244,0.6902108160936612,Medio,Bajo,Crítico,5961,427,1,0,307619.0070853287,9067638.52,1.0,0.0,0.6045092346666666,0.6045092346666666,10.0,"saldo expuesto $9,067,639",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79790,2026-04-30,BARRIO CENTRO UNE UNE,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,UNE,REDEBAN,0.037137138550287996,0.7114288095394105,Medio,Bajo,Crítico,5963,428,1,0,307363.8931773624,8276456.0,16.0,2.0,0.8276456,0.8276456,25.0,"consumo cupo 83% | saldo expuesto $8,276,456",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,24772,2026-04-30,BARRIO SAN CARLOS II - BOGOTÁ,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN Y CREDIBANCO,0.0648309924799723,0.8227561760191666,Alto,Bajo,Crítico,5964,429,1,0,307276.1661810762,4739649.27,25.0,0.0,0.947929854,0.947929854,35.0,"consumo cupo 95% | saldo expuesto $4,739,649",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67484,2026-04-30,BARRIO QUINTA BOSCH CUCUTA 5,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,WOMPI,0.05827261070237959,0.8041585368082433,Medio,Bajo,Crítico,5966,430,1,0,306465.85739068716,5259175.0,10.0,0.0,0.5259175,0.5259175,10.0,"saldo expuesto $5,259,175",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,31757,2026-04-30,BARRIO SAMPER MENDOZA 3 BOGOTÁ,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN Y CREDIBANCO,0.03130971581599564,0.6707569749756165,Medio,Bajo,Crítico,5967,431,1,0,306168.8972796192,9778718.5,23.0,1.0,0.97787185,0.97787185,35.0,"consumo cupo 98% | saldo expuesto $9,778,718",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,46250,2026-04-30,BARRIO TRONCAL CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.047877394077395344,0.766488604945338,Medio,Bajo,Crítico,5969,432,1,0,305489.22343762993,6380656.87,0.0,1.0,0.5317214058333334,0.5317214058333334,10.0,"saldo expuesto $6,380,657",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
