fecha_scoring,codigo_punto,fecha_corte,nombre_punto,estado_actual,estado_actual_norm,segmento_operativo,departamento,municipio,red_cb,probabilidad_riesgo_90d,probabilidad_riesgo_90d_raw,nivel_modelo,nivel_riesgo_reglas,nivel_alerta_final,ranking_global,ranking_segmento,flag_top500_preventivo,flag_nuevo_top500_preventivo,perdida_esperada_modelo,saldo_expuesto,dias_sin_compensar,dias_sin_transacciones,consumo_cupo_punto,consumo_cupo_visual,score_riesgo_reglas,motivo_alerta,accion_recomendada,accion_final_produccion
2026-05-02,35409,2026-04-30,BARRIO CENTRO ITAGUI 2,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,ITAGÜÍ,REDEBAN,0.5968899924089403,0.9921481767001796,Crítico,Medio,Crítico,61,1,1,0,21997410.783682827,36853375.1,16.0,32.0,0.9960371648648649,0.9960371648648649,55.0,"32 días sin transacciones | consumo cupo 100% | saldo expuesto $36,853,375",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,49202,2026-04-30,BARRIO JUAN XXIII MONTERIA 2,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,WOMPI,0.626047988173018,0.9931158736656877,Crítico,Bajo,Crítico,193,2,1,0,16606921.84602211,26526595.66,24.0,24.0,0.9824665059259259,0.9824665059259259,35.0,"consumo cupo 98% | saldo expuesto $26,526,596",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,36513,2026-04-30,BARRIO CENTRO TRUJILLO 3,PROCESO DE CIERRE,PROCESO DE CIERRE,PREVENTIVO,VALLE DEL CAUCA,TRUJILLO,REDEBAN,0.5070205380312933,0.9884084180160578,Crítico,Crítico,Crítico,252,3,1,0,15198302.832819976,29975714.38,37.0,31.0,0.9991904793333333,0.9991904793333333,85.0,"37 días sin compensar | 31 días sin transacciones | consumo cupo 100% | saldo expuesto $29,975,714",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66824,2026-04-30,BARRIO VEREDA PROVINCIA SABANA DE TORRES,PROCESO DE CIERRE,PROCESO DE CIERRE,PREVENTIVO,SANTANDER,SABANA DE TORRES,REDEBAN,0.5019417364049193,0.988154492129044,Crítico,Medio,Crítico,409,4,1,0,12238795.666529244,24382901.0,25.0,59.0,0.6416552894736842,0.6416552894736842,55.0,"59 días sin transacciones | saldo expuesto $24,382,901 | mora operativa 31-60",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79133,2026-04-30,BARRIO HERNANDEZ SAN VICENTE DEL CAGUAN 2,ACTIVO,ACTIVO,PREVENTIVO,CAQUETÁ,SAN VICENTE DEL CAGUÁN,REDEBAN,0.09981316053390984,0.8851346569252414,Crítico,Bajo,Crítico,456,5,1,0,11538062.781498132,115596607.9,18.0,16.0,11.55966079,11.55966079,35.0,"consumo cupo 1156% | saldo expuesto $115,596,608",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,59154,2026-04-30,BARRIO MI RANCHITO BATEAS PUERTO GAITAN,ACTIVO,ACTIVO,PREVENTIVO,META,PUERTO GAITÁN,REDEBAN,0.6597218863564362,0.9941183006691221,Crítico,Crítico,Crítico,597,6,1,0,9851582.06787239,14932932.0,212.0,21.0,0.9955288,0.9955288,80.0,"212 días sin compensar | consumo cupo 100% | saldo expuesto $14,932,932",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,14926,2026-04-30,BARRIO PORTAL DE JAMUNDÍ,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,JAMUNDÍ,REDEBAN,0.41727749184011126,0.9829614665601976,Crítico,Bajo,Crítico,640,7,1,0,9388656.73095645,22499791.9,18.0,16.0,0.999990751111111,0.999990751111111,35.0,"consumo cupo 100% | saldo expuesto $22,499,792",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67736,2026-04-30,BARRIO CHAPINERO MANIZALES,ACTIVO,ACTIVO,PREVENTIVO,CALDAS,MANIZALES,REDEBAN,0.3459685627904888,0.9765293319285873,Crítico,Bajo,Crítico,764,8,1,0,8240183.405631027,23817723.03,4.0,4.0,0.529282734,0.529282734,10.0,"saldo expuesto $23,817,723",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62398,2026-04-30,BARRIO CATATUMBO VILLAVICENCIO,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.4863624544116565,0.9873406852723775,Crítico,Crítico,Crítico,860,9,1,0,7652392.812341195,15733930.0,17.0,41.0,3.596326857142857,3.596326857142857,80.0,"41 días sin transacciones | consumo cupo 360% | saldo expuesto $15,733,930 | mora operativa 31-60",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62918,2026-04-30,BARRIO CAMELLON DEL QUINDIO CARTAGO 1,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CARTAGO,REDEBAN,0.4600243899558731,0.9858329657200203,Crítico,Medio,Crítico,1173,10,1,0,6469202.455758544,14062737.97,17.0,30.0,0.878921123125,0.878921123125,45.0,"30 días sin transacciones | consumo cupo 88% | saldo expuesto $14,062,738",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70960,2026-04-30,BARRIO CARVAJAL BOGOTA 15,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN Y CREDIBANCO,0.6479706564861314,0.9937814026384767,Crítico,Bajo,Crítico,1203,11,1,0,6354553.624443644,9806854.0,4.0,21.0,0.9806854,0.9806854,35.0,"consumo cupo 98% | saldo expuesto $9,806,854",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76952,2026-04-30,BARRIO YALI YALI,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,YALÍ,REDEBAN,0.6042029157658987,0.9924003679387141,Crítico,Crítico,Crítico,1355,12,1,0,6039809.920349379,9996327.0,70.0,14.0,0.9996327,0.9996327,80.0,"70 días sin compensar | consumo cupo 100% | saldo expuesto $9,996,327",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,51719,2026-04-30,BARRIO SAN LUIS CUCUTA 11,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.29496199515290733,0.9699700809444602,Crítico,Bajo,Crítico,1446,13,1,0,5861825.448782976,19873155.0,18.0,26.0,0.99365775,0.99365775,35.0,"consumo cupo 99% | saldo expuesto $19,873,155",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,24529,2026-04-30,KENNEDY PUERTO ASIS - PUTUMAYO,ACTIVO,ACTIVO,PREVENTIVO,PUTUMAYO,PUERTO ASÍS,REDEBAN,0.3128186586738995,0.9725135319783411,Crítico,Bajo,Crítico,1621,14,1,0,5557981.925205272,17767424.58,14.0,18.0,0.8883712289999999,0.8883712289999999,25.0,"consumo cupo 89% | saldo expuesto $17,767,425",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73055,2026-04-30,BARRIO CENTRO HATO NUEVO,ACTIVO,ACTIVO,PREVENTIVO,LA GUAJIRA,HATONUEVO,REDEBAN,0.3620636397921113,0.9782088320939879,Crítico,Crítico,Crítico,1689,15,1,0,5430953.87275439,14999998.0,42.0,32.0,0.9999998666666666,0.9999998666666666,85.0,"42 días sin compensar | 32 días sin transacciones | consumo cupo 100% | saldo expuesto $14,999,998",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76353,2026-04-30,BARRIO EL PRADO SAN JUAN DEL CESAR,ACTIVO,ACTIVO,PREVENTIVO,LA GUAJIRA,SAN JUAN DEL CESAR,REDEBAN,0.48330199712321775,0.987174330284883,Crítico,Crítico,Crítico,2129,16,1,0,4821797.698858976,9976780.0,63.0,31.0,1.2470975,1.2470975,100.0,"63 días sin compensar | 31 días sin transacciones | consumo cupo 125% | saldo expuesto $9,976,780",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47305,2026-04-30,BARRIO AVENIDA LOS ESTUDIANTES FRANCISCO PIZARRO,PROCESO DE CIERRE,PROCESO DE CIERRE,PREVENTIVO,NARIÑO,FRANCISCO PIZARRO,REDEBAN,0.3400332370555209,0.975868933192778,Crítico,Medio,Crítico,2334,17,1,0,4628259.716143632,13611198.0,18.0,35.0,0.9074132,0.9074132,55.0,"35 días sin transacciones | consumo cupo 91% | saldo expuesto $13,611,198",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62513,2026-04-30,BARRIO MANRIQUE GUADALUPE MEDELLIN 1,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.574775796374704,0.9913434539978606,Crítico,Medio,Crítico,2393,18,1,0,4573557.6857459,7957116.0,17.0,30.0,1.243299375,1.243299375,55.0,"30 días sin transacciones | consumo cupo 124% | saldo expuesto $7,957,116",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73793,2026-04-30,BARRIO ZAMORA BELLO 3,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,BELLO,WOMPI,0.5654744658807657,0.9909847861284184,Crítico,Bajo,Crítico,2609,19,1,0,4368898.699454202,7726076.0,20.0,7.0,1.931519,1.931519,35.0,"consumo cupo 193% | saldo expuesto $7,726,076",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72847,2026-04-30,VALLEDUPAR VILLA DARIANA,ACTIVO,ACTIVO,PREVENTIVO,CESAR,VALLEDUPAR,REDEBAN,0.4194590602380117,0.9831227586299196,Crítico,Crítico,Crítico,2780,20,1,0,4176036.669768609,9955767.0,79.0,35.0,0.9955767,0.9955767,100.0,"79 días sin compensar | 35 días sin transacciones | consumo cupo 100% | saldo expuesto $9,955,767",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77243,2026-04-30,BARRIO BRR DIEGO LUIS ISTMINA,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,ISTMINA,REDEBAN,0.41544945302367514,0.9828249601747688,Crítico,Crítico,Crítico,3134,21,1,0,3814333.657988933,9181222.0,87.0,30.0,1.8362444,1.8362444,100.0,"87 días sin compensar | 30 días sin transacciones | consumo cupo 184% | saldo expuesto $9,181,222",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,63268,2026-04-30,BARRIO SAN MARTIN VALLEDUPAR 5,ACTIVO,ACTIVO,PREVENTIVO,CESAR,VALLEDUPAR,REDEBAN,0.11191182152636815,0.8984442971197893,Crítico,Alto,Crítico,3496,22,1,0,3452786.108655797,30852738.0,52.0,0.0,0.9952496129032258,0.9952496129032258,65.0,"52 días sin compensar | consumo cupo 100% | saldo expuesto $30,852,738",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74536,2026-04-30,BARRIO OCTAVA ETAPA ESPERANZA VILLAVICENCIO,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.5226823868137506,0.9891587053348042,Crítico,Bajo,Crítico,3505,23,1,0,3445368.1025721338,6591705.0,22.0,14.0,1.8833442857142857,1.8833442857142857,35.0,"consumo cupo 188% | saldo expuesto $6,591,705",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,81585,2026-04-30,BARRIO EL CENTRO OPORAPA 1,ACTIVO,ACTIVO,PREVENTIVO,HUILA,OPORAPA,WOMPI,0.34746971624175566,0.9766927080576634,Crítico,Crítico,Crítico,3507,24,1,0,3442864.766773217,9908388.0,57.0,35.0,0.9908388,0.9908388,85.0,"57 días sin compensar | 35 días sin transacciones | consumo cupo 99% | saldo expuesto $9,908,388",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74943,2026-04-30,BARRIO BUCARAMANGA BUCARAMANGA 17,ACTIVO,ACTIVO,PREVENTIVO,SANTANDER,BUCARAMANGA,REDEBAN,0.4698880227569493,0.986418349451565,Crítico,Crítico,Crítico,3656,25,1,0,3287250.6176994527,6995817.0,59.0,34.0,0.9994024285714286,0.9994024285714286,85.0,"59 días sin compensar | 34 días sin transacciones | consumo cupo 100% | saldo expuesto $6,995,817",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79991,2026-04-30,BARRIO LOS GUADUALES CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN Y CREDIBANCO,0.5729390052662893,0.9912736129832896,Crítico,Bajo,Crítico,3724,26,1,0,3203983.7758600903,5592190.0,9.0,9.0,0.9986053571428571,0.9986053571428571,35.0,"consumo cupo 100% | saldo expuesto $5,592,190",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66444,2026-04-30,BARRIO JARDIN I ETAPA IBAGUE,ACTIVO,ACTIVO,PREVENTIVO,TOLIMA,IBAGUÉ,WOMPI,0.6419036626321899,0.9936021781939077,Crítico,Bajo,Crítico,3787,27,1,0,3144064.038586008,4898031.0,16.0,27.0,0.4898031,0.4898031,10.0,"saldo expuesto $4,898,031",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,65424,2026-04-30,BARRIO COSTA HERMOSA SOLEDAD 8,PROCESO DE CIERRE,PROCESO DE CIERRE,PREVENTIVO,ATLÁNTICO,SOLEDAD,WOMPI,0.3477255284545489,0.97672040528388,Crítico,Crítico,Crítico,3799,28,1,0,3131396.833543424,9005369.4,50.0,61.0,0.9005369400000001,0.9005369400000001,100.0,"50 días sin compensar | 61 días sin transacciones | consumo cupo 90% | saldo expuesto $9,005,369 | mora operativa 31-60",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72493,2026-04-30,KILOMETRO 8 LOS PATIOS,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,LOS PATIOS,REDEBAN,0.35532227005342343,0.9775243332418285,Crítico,Alto,Crítico,3871,29,1,0,3038655.2933886983,8551829.0,36.0,33.0,0.8551829,0.8551829,75.0,"36 días sin compensar | 33 días sin transacciones | consumo cupo 86% | saldo expuesto $8,551,829",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,61109,2026-04-30,BARRIO EL CHAGUALO MEDELLIN,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.4416443867046233,0.9846691848205633,Crítico,Bajo,Crítico,3878,30,1,0,3030336.776352359,6861486.0,1.0,9.0,0.6861486,0.6861486,10.0,"saldo expuesto $6,861,486",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,83043,2026-04-30,BARRIO VEREDA RIO VERDE CALARCA,ACTIVO,ACTIVO,PREVENTIVO,QUINDÍO,CALARCÁ,WOMPI,0.28916372706459786,0.9690758530378458,Crítico,Bajo,Crítico,3995,31,1,0,2891608.354273272,9999900.0,24.0,9.0,0.99999,0.99999,35.0,"consumo cupo 100% | saldo expuesto $9,999,900",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82771,2026-04-30,BARRIO 	OBAPO SECTOR VILLA CONTRY QUIBDÓ,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,QUIBDÓ,WOMPI,0.3718780350506406,0.9791598920263549,Crítico,Crítico,Crítico,4234,32,1,0,2601029.515578976,6994308.0,51.0,35.0,0.9991868571428572,0.9991868571428572,85.0,"51 días sin compensar | 35 días sin transacciones | consumo cupo 100% | saldo expuesto $6,994,308",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82447,2026-04-30,BARRIO CENTRO CHOACHI 9,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,CHOACHÍ,WOMPI,0.24073231556225677,0.9599150133536192,Crítico,Crítico,Crítico,4368,33,1,0,2406959.1683614375,9998488.0,999.0,10.0,0.9998488,0.9998488,80.0,"999 días sin compensar | consumo cupo 100% | saldo expuesto $9,998,488",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69990,2026-04-30,BARRIO CAMPO ALEGRE BARRANQULLA,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.570712391672812,0.9911883040431397,Crítico,Bajo,Crítico,4515,34,1,0,2207305.508830301,3867632.0,3.0,16.0,0.966908,0.966908,35.0,"consumo cupo 97% | saldo expuesto $3,867,632",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,60303,2026-04-30,BARRIO LA CUMBRE BARRANQUILLA 2,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN Y CREDIBANCO,0.47683891875823986,0.9868156528707742,Crítico,Bajo,Crítico,4573,35,1,0,2114300.904740523,4433994.0,15.0,15.0,1.0,1.0,35.0,"consumo cupo 100% | saldo expuesto $4,433,994",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71986,2026-04-30,BOGOTA SAN FERNANDO,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.2091755529737516,0.9516739820070742,Crítico,Alto,Crítico,4590,36,1,0,2089245.423101831,9988000.0,46.0,2.0,0.9988,0.9988,65.0,"46 días sin compensar | consumo cupo 100% | saldo expuesto $9,988,000",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82492,2026-04-30,BARRIO NUEVA MARSELA BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,WOMPI,0.2880898267556215,0.9689062453326691,Crítico,Bajo,Crítico,4639,37,1,0,2016492.520801295,6999527.0,17.0,8.0,0.9999324285714286,0.9999324285714286,35.0,"consumo cupo 100% | saldo expuesto $6,999,527",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69889,2026-04-30,BARRIO CENTRO MEDELLIN  97,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.20109184104525957,0.9491526896360611,Crítico,Alto,Crítico,4648,38,1,0,2010014.100443415,9995503.0,37.0,3.0,0.9995503,0.9995503,65.0,"37 días sin compensar | consumo cupo 100% | saldo expuesto $9,995,503",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67356,2026-04-30,BARRIO NAZARENO CARTAGENA DE INDIAS,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,CARTAGENA DE INDIAS,REDEBAN,0.05980435222177925,0.8088027512478483,Alto,Bajo,Crítico,4661,39,1,0,1993362.3670145473,33331393.0,3.0,0.0,0.9008484594594595,0.9008484594594595,35.0,"consumo cupo 90% | saldo expuesto $33,331,393",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76065,2026-04-30,BARRIO BRISAS BAJAS LA MONTAÑITA,ACTIVO,ACTIVO,PREVENTIVO,CAQUETÁ,LA MONTAÑITA,WOMPI,0.38598578304667813,0.9804400170854658,Crítico,Crítico,Crítico,4718,40,1,0,1910024.7863590226,4948433.0,38.0,31.0,0.9896866,0.9896866,85.0,"38 días sin compensar | 31 días sin transacciones | consumo cupo 99% | saldo expuesto $4,948,433",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70441,2026-04-30,CALLE VIEJA BELLO 3,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,BELLO,WOMPI,0.0822706790397536,0.8596701513839505,Alto,Bajo,Crítico,4754,41,1,0,1855436.473826768,22552828.0,1.0,0.0,0.9805577391304348,0.9805577391304348,35.0,"consumo cupo 98% | saldo expuesto $22,552,828",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,35640,2026-04-30,BARRIO CENTRO RIVERA 3,ACTIVO,ACTIVO,PREVENTIVO,HUILA,RIVERA,REDEBAN,0.044268516615864215,0.7502466122788196,Medio,Bajo,Crítico,4780,42,1,0,1824286.13586097,41209561.0,20.0,4.0,1.8315360444444444,1.8315360444444444,35.0,"consumo cupo 183% | saldo expuesto $41,209,561",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79348,2026-04-30,BARRIO CAMPIÑA BOGOTA 2,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.5077366074907617,0.9884437886507894,Crítico,Crítico,Crítico,4810,43,1,0,1777045.6310747864,3499936.0,63.0,43.0,0.9999817142857143,0.9999817142857143,100.0,"63 días sin compensar | 43 días sin transacciones | consumo cupo 100% | saldo expuesto $3,499,936 | mora operativa 31-60",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47214,2026-04-30,BARRIO MARCO ANTONIO PINILLA VILLAVICENCIO,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.039638422019725394,0.7262115691787052,Medio,Bajo,Crítico,4822,44,1,0,1765269.938240344,44534314.14,17.0,1.0,0.9896514253333334,0.9896514253333334,35.0,"consumo cupo 99% | saldo expuesto $44,534,314",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,46189,2026-04-30,BARRIO BELEN LA UNION 4,PROCESO DE CIERRE,PROCESO DE CIERRE,PREVENTIVO,VALLE DEL CAUCA,LA UNIÓN,REDEBAN,0.33979276410248427,0.9758416802159178,Crítico,Medio,Crítico,4905,45,1,0,1652123.0481881297,4862149.0,18.0,43.0,0.6482865333333333,0.6482865333333333,55.0,"43 días sin transacciones | saldo expuesto $4,862,149 | mora operativa 31-60",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,83068,2026-04-30,BARRIO PANDIACO PASTO 4,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,PASTO,WOMPI,0.2271013410897463,0.9566334920227266,Crítico,Alto,Crítico,4948,46,1,0,1589683.0438726577,6999884.0,59.0,18.0,0.9999834285714285,0.9999834285714285,65.0,"59 días sin compensar | consumo cupo 100% | saldo expuesto $6,999,884",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47737,2026-04-30,BARRIO EL CRISTO CRR TIQUISIO NUEVO TIQUISIO,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,TIQUISIO,REDEBAN,0.034606570681576874,0.6949440535302338,Medio,Bajo,Crítico,5001,47,1,0,1514749.255264767,43770568.0,16.0,1.0,0.9726792888888889,0.9726792888888889,35.0,"consumo cupo 97% | saldo expuesto $43,770,568",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,81556,2026-04-30,BARRIO PUEBLO NUEVO CURRULAO TURBO,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,TURBO,WOMPI,0.2100639285916361,0.951939425943412,Crítico,Crítico,Crítico,5032,48,1,0,1467351.9980897265,6985264.0,42.0,37.0,0.9978948571428572,0.9978948571428572,100.0,"42 días sin compensar | 37 días sin transacciones | consumo cupo 100% | saldo expuesto $6,985,264 | mora operativa 31-60",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72472,2026-04-30,BARRIO ALFONSO LOPEZ TIERRALTA 2,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,TIERRALTA,REDEBAN,0.09303165585440284,0.8763104283344021,Crítico,Alto,Crítico,5084,49,1,0,1395446.9283192863,14999700.0,35.0,3.0,0.99998,0.99998,65.0,"35 días sin compensar | consumo cupo 100% | saldo expuesto $14,999,700",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67268,2026-04-30,BARRO CENTRO BOSCONIA,ACTIVO,ACTIVO,PREVENTIVO,CESAR,BOSCONIA,REDEBAN,0.038211173392887245,0.7179482787794959,Medio,Bajo,Crítico,5085,50,1,0,1392921.3036395733,36453246.0,24.0,0.0,0.959295947368421,0.959295947368421,35.0,"consumo cupo 96% | saldo expuesto $36,453,246",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77804,2026-04-30,BARRIO SUCRE PLANETA RICA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,PLANETA RICA,REDEBAN,0.13425921644662275,0.9171352753749658,Crítico,Alto,Crítico,5108,51,1,0,1342171.5303411002,9996867.0,58.0,1.0,0.9996867,0.9996867,65.0,"58 días sin compensar | consumo cupo 100% | saldo expuesto $9,996,867",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,41309,2026-04-30,BARRIO CNADELARIA CENTRO BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.029525877861924323,0.6561799658940084,Bajo,Bajo,Crítico,5120,52,1,0,1328017.7601001437,44978095.7,4.0,1.0,0.9995132377777779,0.9995132377777779,35.0,"consumo cupo 100% | saldo expuesto $44,978,096",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
